number_of_game,winner,cur_reward,avg100_reward,avgall_reward,epsilon,win3,win2,win1,avg3,avg2,avg1
4561,3,1050,3488.5,2842.1196843489697,0.15660000000007993,42.0,33.0,43.0,3704.0,2872.0,3872.0
4562,3,850,3419.5,2841.6831032215646,0.15640000000007992,42.0,33.0,43.0,3704.0,2872.0,3872.0
4563,3,1000,3421.5,2841.279579316389,0.1562000000000799,42.0,33.0,43.0,3704.0,2872.0,3872.0
4564,2,1350,3427.5,2840.9529025191678,0.1560000000000799,42.0,33.0,43.0,3704.0,2872.0,3872.0
4565,2,450,3369.5,2840.4292597459485,0.1558000000000799,42.0,33.0,43.0,3704.0,2872.0,3872.0
4566,2,550,3363.0,2839.9277425005475,0.1556000000000799,42.0,33.0,43.0,3704.0,2872.0,3872.0
4567,0,7000,3425.0,2840.838441330998,0.1554000000000799,42.0,33.0,43.0,3704.0,2872.0,3872.0
4568,0,6500,3424.5,2841.6393083825783,0.15520000000007989,42.0,33.0,43.0,3704.0,2872.0,3872.0
4569,3,500,3425.5,2841.1269146608315,0.15500000000007988,42.0,33.0,43.0,3704.0,2872.0,3872.0
4570,0,6750,3493.0,2841.9820608182017,0.15480000000007987,42.0,33.0,43.0,3704.0,2872.0,3872.0
4571,0,6850,3555.0,2842.8587051618547,0.15460000000007987,42.0,33.0,43.0,3704.0,2872.0,3872.0
4572,2,900,3556.0,2842.4338508637657,0.15440000000007986,42.0,33.0,43.0,3704.0,2872.0,3872.0
4573,0,7100,3617.5,2843.3646698731964,0.15420000000007986,42.0,33.0,43.0,3704.0,2872.0,3872.0
4574,3,900,3557.5,2842.9398907103823,0.15400000000007985,42.0,33.0,43.0,3704.0,2872.0,3872.0
4575,0,6800,3612.5,2843.804632867133,0.15380000000007985,42.0,33.0,43.0,3704.0,2872.0,3872.0
4576,3,1000,3615.0,2843.401791566528,0.15360000000007984,42.0,33.0,43.0,3704.0,2872.0,3872.0
4577,0,6300,3601.5,2844.1568370467453,0.15340000000007983,42.0,33.0,43.0,3704.0,2872.0,3872.0
4578,3,550,3528.0,2843.6558200480454,0.15320000000007983,42.0,33.0,43.0,3704.0,2872.0,3872.0
4579,2,650,3465.5,2843.1768558951967,0.15300000000007982,42.0,33.0,43.0,3704.0,2872.0,3872.0
4580,3,750,3468.5,2842.7199301462565,0.15280000000007982,42.0,33.0,43.0,3704.0,2872.0,3872.0
4581,3,900,3411.0,2842.295940637276,0.1526000000000798,42.0,33.0,43.0,3704.0,2872.0,3872.0
4582,0,7250,3413.0,2843.2576914684705,0.1524000000000798,42.0,33.0,43.0,3704.0,2872.0,3872.0
4583,2,800,3412.0,2842.8119546247817,0.1522000000000798,42.0,33.0,43.0,3704.0,2872.0,3872.0
4584,0,7050,3415.0,2843.729552889858,0.1520000000000798,42.0,33.0,43.0,3704.0,2872.0,3872.0
4585,3,1350,3422.0,2843.4038377671172,0.1518000000000798,42.0,33.0,43.0,3704.0,2872.0,3872.0
4586,3,400,3429.0,2842.871157619359,0.15160000000007978,42.0,33.0,43.0,3704.0,2872.0,3872.0
4587,0,6850,3427.5,2843.7445510026155,0.15140000000007978,42.0,33.0,43.0,3704.0,2872.0,3872.0
4588,0,6700,3490.0,2844.5848768794945,0.15120000000007977,42.0,33.0,43.0,3704.0,2872.0,3872.0
4589,3,1000,3431.0,2844.1830065359477,0.15100000000007976,42.0,33.0,43.0,3704.0,2872.0,3872.0
4590,2,600,3378.0,2843.6941842735787,0.15080000000007976,42.0,33.0,43.0,3704.0,2872.0,3872.0
4591,0,7400,3446.5,2844.6864111498257,0.15060000000007975,42.0,33.0,43.0,3704.0,2872.0,3872.0
4592,2,750,3452.0,2844.2303505334203,0.15040000000007975,42.0,33.0,43.0,3704.0,2872.0,3872.0
4593,3,500,3447.5,2843.720069656073,0.15020000000007974,42.0,33.0,43.0,3704.0,2872.0,3872.0
4594,0,7000,3450.5,2844.624591947769,0.15000000000007974,42.0,33.0,43.0,3704.0,2872.0,3872.0
4595,3,350,3385.5,2844.0818102698,0.14980000000007973,42.0,33.0,43.0,3704.0,2872.0,3872.0
4596,0,6450,3439.0,2844.8662170981074,0.14960000000007972,42.0,33.0,43.0,3704.0,2872.0,3872.0
4597,2,950,3449.5,2844.4541104828186,0.14940000000007972,42.0,33.0,43.0,3704.0,2872.0,3872.0
4598,0,6650,3510.0,2845.281582952816,0.1492000000000797,42.0,33.0,43.0,3704.0,2872.0,3872.0
4599,3,-700,3433.5,2844.5108695652175,0.1490000000000797,42.0,33.0,43.0,3704.0,2872.0,3872.0
4600,0,7000,3502.0,2845.4140404259942,0.1488000000000797,43.0,21.0,41.0,3971.5,2181.5,3703.0
4601,0,7000,3506.0,2846.316818774446,0.1486000000000797,43.0,21.0,41.0,3971.5,2181.5,3703.0
4602,3,900,3448.5,2845.893982185531,0.1484000000000797,43.0,21.0,41.0,3971.5,2181.5,3703.0
4603,0,7150,3454.0,2846.828844483058,0.14820000000007968,43.0,21.0,41.0,3971.5,2181.5,3703.0
4604,0,6800,3450.0,2847.687296416938,0.14800000000007968,43.0,21.0,41.0,3971.5,2181.5,3703.0
4605,0,6850,3455.5,2848.5562310030396,0.14780000000007967,43.0,21.0,41.0,3971.5,2181.5,3703.0
4606,3,200,3388.0,2847.981332754504,0.14760000000007967,43.0,21.0,41.0,3971.5,2181.5,3703.0
4607,0,6750,3386.5,2848.828125,0.14740000000007966,43.0,21.0,41.0,3971.5,2181.5,3703.0
4608,0,7600,3461.0,2849.8589715773487,0.14720000000007966,43.0,21.0,41.0,3971.5,2181.5,3703.0
4609,3,-50,3389.5,2849.229934924078,0.14700000000007965,43.0,21.0,41.0,3971.5,2181.5,3703.0
4610,0,7050,3454.5,2850.140967252223,0.14680000000007964,43.0,21.0,41.0,3971.5,2181.5,3703.0
4611,3,150,3392.5,2849.555507372073,0.14660000000007964,43.0,21.0,41.0,3971.5,2181.5,3703.0
4612,2,600,3329.5,2849.0678517233905,0.14640000000007963,43.0,21.0,41.0,3971.5,2181.5,3703.0
4613,3,700,3265.0,2848.6020806241872,0.14620000000007963,43.0,21.0,41.0,3971.5,2181.5,3703.0
4614,0,6850,3332.5,2849.469122426869,0.14600000000007962,43.0,21.0,41.0,3971.5,2181.5,3703.0
4615,3,1400,3277.5,2849.1551126516465,0.14580000000007962,43.0,21.0,41.0,3971.5,2181.5,3703.0
4616,2,850,3280.0,2848.722113926792,0.1456000000000796,43.0,21.0,41.0,3971.5,2181.5,3703.0
4617,3,1050,3218.5,2848.3326115201385,0.1454000000000796,43.0,21.0,41.0,3971.5,2181.5,3703.0
4618,0,6500,3270.5,2849.1231868369778,0.1452000000000796,43.0,21.0,41.0,3971.5,2181.5,3703.0
4619,3,700,3203.0,2848.658008658009,0.1450000000000796,43.0,21.0,41.0,3971.5,2181.5,3703.0
4620,2,200,3196.0,2848.08483012335,0.1448000000000796,43.0,21.0,41.0,3971.5,2181.5,3703.0
4621,2,600,3213.0,2847.5984422327997,0.14460000000007958,43.0,21.0,41.0,3971.5,2181.5,3703.0
4622,3,250,3144.5,2847.036556348691,0.14440000000007958,43.0,21.0,41.0,3971.5,2181.5,3703.0
4623,3,400,3142.5,2846.5073529411766,0.14420000000007957,43.0,21.0,41.0,3971.5,2181.5,3703.0
4624,2,-100,3135.5,2845.8702702702703,0.14400000000007956,43.0,21.0,41.0,3971.5,2181.5,3703.0
4625,0,7000,3201.5,2846.7682663207956,0.14380000000007956,43.0,21.0,41.0,3971.5,2181.5,3703.0
4626,3,150,3195.5,2846.1854333261294,0.14360000000007955,43.0,21.0,41.0,3971.5,2181.5,3703.0
4627,0,6800,3250.0,2847.039757994814,0.14340000000007955,43.0,21.0,41.0,3971.5,2181.5,3703.0
4628,0,7200,3314.0,2847.9801252970406,0.14320000000007954,43.0,21.0,41.0,3971.5,2181.5,3703.0
4629,3,900,3258.5,2847.55939524838,0.14300000000007954,43.0,21.0,41.0,3971.5,2181.5,3703.0
4630,3,750,3255.5,2847.1064564888793,0.14280000000007953,43.0,21.0,41.0,3971.5,2181.5,3703.0
4631,2,1150,3269.5,2846.740069084629,0.14260000000007952,43.0,21.0,41.0,3971.5,2181.5,3703.0
4632,2,900,3276.0,2846.3198791279947,0.14240000000007952,43.0,21.0,41.0,3971.5,2181.5,3703.0
4633,2,1350,3286.5,2845.996978851964,0.1422000000000795,43.0,21.0,41.0,3971.5,2181.5,3703.0
4634,0,6900,3349.5,2846.8716289104636,0.1420000000000795,43.0,21.0,41.0,3971.5,2181.5,3703.0
4635,2,350,3283.0,2846.3330457290767,0.1418000000000795,43.0,21.0,41.0,3971.5,2181.5,3703.0
4636,2,-150,3210.0,2845.6868665085185,0.1416000000000795,43.0,21.0,41.0,3971.5,2181.5,3703.0
4637,2,1050,3212.0,2845.2996981457527,0.1414000000000795,43.0,21.0,41.0,3971.5,2181.5,3703.0
4638,3,1150,3214.5,2844.9342530717827,0.14120000000007948,43.0,21.0,41.0,3971.5,2181.5,3703.0
4639,3,600,3212.5,2844.450431034483,0.14100000000007948,43.0,21.0,41.0,3971.5,2181.5,3703.0
4640,0,6800,3279.0,2845.302736479207,0.14080000000007947,43.0,21.0,41.0,3971.5,2181.5,3703.0
4641,0,7150,3346.0,2846.2300732442914,0.14060000000007947,43.0,21.0,41.0,3971.5,2181.5,3703.0
4642,2,300,3282.0,2845.6816713331896,0.14040000000007946,43.0,21.0,41.0,3971.5,2181.5,3703.0
4643,3,850,3294.0,2845.251937984496,0.14020000000007946,43.0,21.0,41.0,3971.5,2181.5,3703.0
4644,3,850,3228.0,2844.822389666308,0.14000000000007945,43.0,21.0,41.0,3971.5,2181.5,3703.0
4645,3,0,3159.0,2844.210073181231,0.13980000000007944,43.0,21.0,41.0,3971.5,2181.5,3703.0
4646,0,7350,3221.5,2845.1796858188077,0.13960000000007944,43.0,21.0,41.0,3971.5,2181.5,3703.0
4647,0,7200,3223.0,2846.11660929432,0.13940000000007943,43.0,21.0,41.0,3971.5,2181.5,3703.0
4648,2,650,3163.5,2845.6442245644225,0.13920000000007943,43.0,21.0,41.0,3971.5,2181.5,3703.0
4649,2,1050,3108.0,2845.2580645161293,0.13900000000007942,43.0,21.0,41.0,3971.5,2181.5,3703.0
4650,2,950,3105.5,2844.850569769942,0.13880000000007942,43.0,21.0,41.0,3971.5,2181.5,3703.0
4651,3,750,3049.5,2844.400257953568,0.1386000000000794,43.0,21.0,41.0,3971.5,2181.5,3703.0
4652,0,7250,3054.5,2845.3470879002793,0.1384000000000794,43.0,21.0,41.0,3971.5,2181.5,3703.0
4653,2,1100,2993.0,2844.972067039106,0.1382000000000794,43.0,21.0,41.0,3971.5,2181.5,3703.0
4654,3,550,2928.5,2844.4790547798066,0.1380000000000794,43.0,21.0,41.0,3971.5,2181.5,3703.0
4655,2,1000,2937.5,2844.0829037800686,0.1378000000000794,43.0,21.0,41.0,3971.5,2181.5,3703.0
4656,2,750,2875.0,2843.633240283444,0.13760000000007938,43.0,21.0,41.0,3971.5,2181.5,3703.0
4657,2,950,2879.5,2843.2267067410908,0.13740000000007938,43.0,21.0,41.0,3971.5,2181.5,3703.0
4658,0,6500,2874.0,2844.011590470058,0.13720000000007937,43.0,21.0,41.0,3971.5,2181.5,3703.0
4659,0,6900,2929.5,2844.8819742489272,0.13700000000007936,43.0,21.0,41.0,3971.5,2181.5,3703.0
4660,2,1150,2936.0,2844.518343703068,0.13680000000007936,43.0,21.0,41.0,3971.5,2181.5,3703.0
4661,0,7350,2999.0,2845.4847704847707,0.13660000000007935,43.0,21.0,41.0,3971.5,2181.5,3703.0
4662,2,650,2997.0,2845.0139395239116,0.13640000000007935,43.0,21.0,41.0,3971.5,2181.5,3703.0
4663,0,7000,3057.0,2845.9048027444255,0.13620000000007934,43.0,21.0,41.0,3971.5,2181.5,3703.0
4664,3,350,3047.0,2845.369774919614,0.13600000000007934,43.0,21.0,41.0,3971.5,2181.5,3703.0
4665,0,6600,3108.5,2846.1744534933564,0.13580000000007933,43.0,21.0,41.0,3971.5,2181.5,3703.0
4666,3,150,3104.5,2845.5967430897795,0.13560000000007932,43.0,21.0,41.0,3971.5,2181.5,3703.0
4667,3,400,3038.5,2845.0728363324765,0.13540000000007932,43.0,21.0,41.0,3971.5,2181.5,3703.0
4668,0,7250,3046.0,2846.016277575498,0.1352000000000793,43.0,21.0,41.0,3971.5,2181.5,3703.0
4669,3,550,3046.5,2845.524625267666,0.1350000000000793,43.0,21.0,41.0,3971.5,2181.5,3703.0
4670,3,900,2988.0,2845.108113894241,0.1348000000000793,43.0,21.0,41.0,3971.5,2181.5,3703.0
4671,2,700,2926.5,2844.64897260274,0.1346000000000793,43.0,21.0,41.0,3971.5,2181.5,3703.0
4672,2,950,2927.0,2844.243526642414,0.1344000000000793,43.0,21.0,41.0,3971.5,2181.5,3703.0
4673,2,0,2856.0,2843.635002139495,0.13420000000007928,43.0,21.0,41.0,3971.5,2181.5,3703.0
4674,3,600,2853.0,2843.1550802139036,0.13400000000007928,43.0,21.0,41.0,3971.5,2181.5,3703.0
4675,2,800,2793.0,2842.718135158255,0.13380000000007927,43.0,21.0,41.0,3971.5,2181.5,3703.0
4676,2,600,2789.0,2842.238614496472,0.13360000000007927,43.0,21.0,41.0,3971.5,2181.5,3703.0
4677,2,-650,2719.5,2841.4920906370244,0.13340000000007926,43.0,21.0,41.0,3971.5,2181.5,3703.0
4678,2,900,2723.0,2841.0771532378712,0.13320000000007926,43.0,21.0,41.0,3971.5,2181.5,3703.0
4679,0,6600,2782.5,2841.880341880342,0.13300000000007925,43.0,21.0,41.0,3971.5,2181.5,3703.0
4680,0,7500,2850.0,2842.8754539628285,0.13280000000007924,43.0,21.0,41.0,3971.5,2181.5,3703.0
4681,0,7650,2917.5,2843.9021785561727,0.13260000000007924,43.0,21.0,41.0,3971.5,2181.5,3703.0
4682,3,1250,2857.5,2843.5618193465725,0.13240000000007923,43.0,21.0,41.0,3971.5,2181.5,3703.0
4683,2,400,2853.5,2843.0401366353544,0.13220000000007923,43.0,21.0,41.0,3971.5,2181.5,3703.0
4684,2,500,2788.0,2842.5400213447174,0.13200000000007922,43.0,21.0,41.0,3971.5,2181.5,3703.0
4685,2,1400,2788.5,2842.2321809645755,0.13180000000007921,43.0,21.0,41.0,3971.5,2181.5,3703.0
4686,0,6750,2852.0,2843.0659270322167,0.1316000000000792,43.0,21.0,41.0,3971.5,2181.5,3703.0
4687,3,-150,2782.0,2842.4274744027302,0.1314000000000792,43.0,21.0,41.0,3971.5,2181.5,3703.0
4688,2,600,2721.0,2841.949242908936,0.1312000000000792,43.0,21.0,41.0,3971.5,2181.5,3703.0
4689,3,300,2714.0,2841.407249466951,0.1310000000000792,43.0,21.0,41.0,3971.5,2181.5,3703.0
4690,2,150,2709.5,2840.8335109784693,0.1308000000000792,43.0,21.0,41.0,3971.5,2181.5,3703.0
4691,0,6400,2699.5,2841.5920716112532,0.13060000000007918,43.0,21.0,41.0,3971.5,2181.5,3703.0
4692,2,1100,2703.0,2841.220967398253,0.13040000000007917,43.0,21.0,41.0,3971.5,2181.5,3703.0
4693,3,950,2707.5,2840.8180656156796,0.13020000000007917,43.0,21.0,41.0,3971.5,2181.5,3703.0
4694,3,100,2638.5,2840.234291799787,0.13000000000007916,43.0,21.0,41.0,3971.5,2181.5,3703.0
4695,0,7150,2706.5,2841.1520442930155,0.12980000000007916,43.0,21.0,41.0,3971.5,2181.5,3703.0
4696,2,600,2648.0,2840.6748988716204,0.12960000000007915,43.0,21.0,41.0,3971.5,2181.5,3703.0
4697,3,1000,2648.5,2840.283099191145,0.12940000000007915,43.0,21.0,41.0,3971.5,2181.5,3703.0
4698,0,6450,2646.5,2841.0512875079803,0.12920000000007914,43.0,21.0,41.0,3971.5,2181.5,3703.0
4699,0,6750,2721.0,2841.8829787234044,0.12900000000007913,43.0,21.0,41.0,3971.5,2181.5,3703.0
4700,2,650,2657.5,2841.4167198468413,0.12880000000007913,53.0,36.0,40.0,4636.5,3197.0,3628.0
4701,0,7450,2662.0,2842.3968524032325,0.12860000000007912,53.0,36.0,40.0,4636.5,3197.0,3628.0
4702,3,450,2657.5,2841.8881564958538,0.12840000000007912,53.0,36.0,40.0,4636.5,3197.0,3628.0
4703,0,7500,2661.0,2842.878401360544,0.1282000000000791,53.0,36.0,40.0,4636.5,3197.0,3628.0
4704,3,400,2597.0,2842.3591923485656,0.1280000000000791,53.0,36.0,40.0,4636.5,3197.0,3628.0
4705,2,100,2529.5,2841.77645558861,0.1278000000000791,53.0,36.0,40.0,4636.5,3197.0,3628.0
4706,0,6650,2594.0,2842.5855109411514,0.1276000000000791,53.0,36.0,40.0,4636.5,3197.0,3628.0
4707,0,6950,2596.0,2843.457943925234,0.1274000000000791,53.0,36.0,40.0,4636.5,3197.0,3628.0
4708,2,950,2529.5,2843.0558504990445,0.12720000000007908,53.0,36.0,40.0,4636.5,3197.0,3628.0
4709,0,6850,2598.5,2843.9065817409764,0.12700000000007908,53.0,36.0,40.0,4636.5,3197.0,3628.0
4710,3,100,2529.0,2843.324135003184,0.12680000000007907,53.0,36.0,40.0,4636.5,3197.0,3628.0
4711,0,7000,2597.5,2844.2062818336162,0.12660000000007907,53.0,36.0,40.0,4636.5,3197.0,3628.0
4712,3,-200,2589.5,2843.5603649480163,0.12640000000007906,53.0,36.0,40.0,4636.5,3197.0,3628.0
4713,0,6850,2651.0,2844.4102672889267,0.12620000000007905,53.0,36.0,40.0,4636.5,3197.0,3628.0
4714,2,500,2587.5,2843.913043478261,0.12600000000007905,53.0,36.0,40.0,4636.5,3197.0,3628.0
4715,2,-150,2572.0,2843.278201865988,0.12580000000007904,53.0,36.0,40.0,4636.5,3197.0,3628.0
4716,3,450,2568.0,2842.7708289166844,0.12560000000007904,53.0,36.0,40.0,4636.5,3197.0,3628.0
4717,0,7250,2630.0,2843.7049597286987,0.12540000000007903,53.0,36.0,40.0,4636.5,3197.0,3628.0
4718,3,850,2573.5,2843.282475100657,0.12520000000007903,53.0,36.0,40.0,4636.5,3197.0,3628.0
4719,2,-500,2561.5,2842.5741525423728,0.12500000000007902,53.0,36.0,40.0,4636.5,3197.0,3628.0
4720,3,700,2566.5,2842.120313492904,0.12480000000007901,53.0,36.0,40.0,4636.5,3197.0,3628.0
4721,0,6900,2629.5,2842.979669631512,0.12460000000007901,53.0,36.0,40.0,4636.5,3197.0,3628.0
4722,2,750,2634.5,2842.5365233961465,0.124400000000079,53.0,36.0,40.0,4636.5,3197.0,3628.0
4723,0,7550,2706.0,2843.5330228619814,0.124200000000079,53.0,36.0,40.0,4636.5,3197.0,3628.0
4724,2,200,2709.0,2842.973544973545,0.12400000000007899,53.0,36.0,40.0,4636.5,3197.0,3628.0
4725,2,800,2647.0,2842.54126110876,0.12380000000007899,53.0,36.0,40.0,4636.5,3197.0,3628.0
4726,0,6300,2708.5,2843.2726888089696,0.12360000000007898,53.0,36.0,40.0,4636.5,3197.0,3628.0
4727,3,50,2641.0,2842.6818950930624,0.12340000000007897,53.0,36.0,40.0,4636.5,3197.0,3628.0
4728,0,6850,2637.5,2843.5292873757667,0.12320000000007897,53.0,36.0,40.0,4636.5,3197.0,3628.0
4729,3,1250,2641.0,2843.1923890063426,0.12300000000007896,53.0,36.0,40.0,4636.5,3197.0,3628.0
4730,0,7000,2703.5,2844.0710209258086,0.12280000000007896,53.0,36.0,40.0,4636.5,3197.0,3628.0
4731,0,6950,2761.5,2844.938715131023,0.12260000000007895,53.0,36.0,40.0,4636.5,3197.0,3628.0
4732,2,400,2756.5,2844.422142404395,0.12240000000007895,53.0,36.0,40.0,4636.5,3197.0,3628.0
4733,3,750,2750.5,2843.979721166033,0.12220000000007894,53.0,36.0,40.0,4636.5,3197.0,3628.0
4734,0,6850,2750.0,2844.8257655755015,0.12200000000007893,53.0,36.0,40.0,4636.5,3197.0,3628.0
4735,0,7150,2818.0,2845.7347972972975,0.12180000000007893,53.0,36.0,40.0,4636.5,3197.0,3628.0
4736,0,5900,2878.5,2846.379565125607,0.12160000000007892,53.0,36.0,40.0,4636.5,3197.0,3628.0
4737,2,1050,2878.5,2846.0004221190375,0.12140000000007892,53.0,36.0,40.0,4636.5,3197.0,3628.0
4738,2,550,2872.5,2845.515931631146,0.12120000000007891,53.0,36.0,40.0,4636.5,3197.0,3628.0
4739,0,6700,2933.5,2846.3291139240505,0.1210000000000789,53.0,36.0,40.0,4636.5,3197.0,3628.0
4740,2,600,2871.5,2845.8553047880196,0.1208000000000789,53.0,36.0,40.0,4636.5,3197.0,3628.0
4741,0,6950,2869.5,2846.720792914382,0.1206000000000789,53.0,36.0,40.0,4636.5,3197.0,3628.0
4742,3,400,2870.5,2846.2049335863376,0.12040000000007889,53.0,36.0,40.0,4636.5,3197.0,3628.0
4743,2,1300,2875.0,2845.879005059022,0.12020000000007888,53.0,36.0,40.0,4636.5,3197.0,3628.0
4744,0,7050,2937.0,2846.7650158061115,0.12000000000007888,53.0,36.0,40.0,4636.5,3197.0,3628.0
4745,2,-300,2934.0,2846.101980615255,0.11980000000007887,53.0,36.0,40.0,4636.5,3197.0,3628.0
4746,3,750,2868.0,2845.6604171055405,0.11960000000007887,53.0,36.0,40.0,4636.5,3197.0,3628.0
4747,0,7400,2870.0,2846.6196293176076,0.11940000000007886,53.0,36.0,40.0,4636.5,3197.0,3628.0
4748,2,1000,2873.5,2846.2307854285114,0.11920000000007885,53.0,36.0,40.0,4636.5,3197.0,3628.0
4749,3,450,2867.5,2845.7263157894736,0.11900000000007885,53.0,36.0,40.0,4636.5,3197.0,3628.0
4750,0,7250,2930.5,2846.65333613976,0.11880000000007884,53.0,36.0,40.0,4636.5,3197.0,3628.0
4751,0,7100,2994.0,2847.5484006734005,0.11860000000007884,53.0,36.0,40.0,4636.5,3197.0,3628.0
4752,2,300,2924.5,2847.0124132127075,0.11840000000007883,53.0,36.0,40.0,4636.5,3197.0,3628.0
4753,0,6800,2981.5,2847.8439209087082,0.11820000000007883,53.0,36.0,40.0,4636.5,3197.0,3628.0
4754,2,-250,2973.5,2847.192429022082,0.11800000000007882,53.0,36.0,40.0,4636.5,3197.0,3628.0
4755,3,250,2966.0,2846.6463414634145,0.11780000000007881,53.0,36.0,40.0,4636.5,3197.0,3628.0
4756,3,600,2964.5,2846.1740592810593,0.11760000000007881,53.0,36.0,40.0,4636.5,3197.0,3628.0
4757,3,600,2961.0,2845.7019756200084,0.1174000000000788,53.0,36.0,40.0,4636.5,3197.0,3628.0
4758,0,7350,2969.5,2846.6484555578904,0.1172000000000788,53.0,36.0,40.0,4636.5,3197.0,3628.0
4759,2,500,2905.5,2846.155462184874,0.11700000000007879,53.0,36.0,40.0,4636.5,3197.0,3628.0
4760,3,400,2898.0,2845.6416719176646,0.11680000000007879,53.0,36.0,40.0,4636.5,3197.0,3628.0
4761,3,-50,2824.0,2845.033599328013,0.11660000000007878,53.0,36.0,40.0,4636.5,3197.0,3628.0
4762,0,7050,2888.0,2845.9164392189796,0.11640000000007877,53.0,36.0,40.0,4636.5,3197.0,3628.0
4763,0,7100,2889.0,2846.8094038623008,0.11620000000007877,53.0,36.0,40.0,4636.5,3197.0,3628.0
4764,2,1150,2897.0,2846.4533053515215,0.11600000000007876,53.0,36.0,40.0,4636.5,3197.0,3628.0
4765,2,-600,2825.0,2845.7301720520354,0.11580000000007876,53.0,36.0,40.0,4636.5,3197.0,3628.0
4766,2,1100,2834.5,2845.3639605621984,0.11560000000007875,53.0,36.0,40.0,4636.5,3197.0,3628.0
4767,2,0,2830.5,2844.7671979865772,0.11540000000007875,53.0,36.0,40.0,4636.5,3197.0,3628.0
4768,0,6600,2824.0,2845.55462361082,0.11520000000007874,53.0,36.0,40.0,4636.5,3197.0,3628.0
4769,0,6850,2887.0,2846.394129979036,0.11500000000007873,53.0,36.0,40.0,4636.5,3197.0,3628.0
4770,2,550,2883.5,2845.9128065395093,0.11480000000007873,53.0,36.0,40.0,4636.5,3197.0,3628.0
4771,2,50,2877.0,2845.3269069572507,0.11460000000007872,53.0,36.0,40.0,4636.5,3197.0,3628.0
4772,3,700,2874.5,2844.87743557511,0.11440000000007872,53.0,36.0,40.0,4636.5,3197.0,3628.0
4773,0,6900,2943.5,2845.72685379137,0.11420000000007871,53.0,36.0,40.0,4636.5,3197.0,3628.0
4774,3,700,2944.5,2845.277486910995,0.1140000000000787,53.0,36.0,40.0,4636.5,3197.0,3628.0
4775,0,6750,3004.0,2846.0950586264657,0.1138000000000787,53.0,36.0,40.0,4636.5,3197.0,3628.0
4776,2,400,3002.0,2845.5830018840275,0.1136000000000787,53.0,36.0,40.0,4636.5,3197.0,3628.0
4777,3,1200,3020.5,2845.238593553788,0.11340000000007869,53.0,36.0,40.0,4636.5,3197.0,3628.0
4778,0,6650,3078.0,2846.034735300272,0.11320000000007868,53.0,36.0,40.0,4636.5,3197.0,3628.0
4779,3,1300,3025.0,2845.7112970711296,0.11300000000007868,53.0,36.0,40.0,4636.5,3197.0,3628.0
4780,2,850,2958.5,2845.293871574984,0.11280000000007867,53.0,36.0,40.0,4636.5,3197.0,3628.0
4781,2,800,2890.0,2844.866164784609,0.11260000000007866,53.0,36.0,40.0,4636.5,3197.0,3628.0
4782,2,1350,2891.0,2844.553627430483,0.11240000000007866,53.0,36.0,40.0,4636.5,3197.0,3628.0
4783,0,7000,2957.0,2845.422240802676,0.11220000000007865,53.0,36.0,40.0,4636.5,3197.0,3628.0
4784,3,700,2959.0,2844.9738766980145,0.11200000000007865,53.0,36.0,40.0,4636.5,3197.0,3628.0
4785,2,150,2946.5,2844.410781445884,0.11180000000007864,53.0,36.0,40.0,4636.5,3197.0,3628.0
4786,2,100,2880.0,2843.837476498851,0.11160000000007864,53.0,36.0,40.0,4636.5,3197.0,3628.0
4787,3,950,2891.0,2843.44193817878,0.11140000000007863,53.0,36.0,40.0,4636.5,3197.0,3628.0
4788,0,5900,2944.0,2844.0801837544373,0.11120000000007862,53.0,36.0,40.0,4636.5,3197.0,3628.0
4789,0,7300,3014.0,2845.010438413361,0.11100000000007862,53.0,36.0,40.0,4636.5,3197.0,3628.0
4790,2,400,3016.5,2844.500104362346,0.11080000000007861,53.0,36.0,40.0,4636.5,3197.0,3628.0
4791,0,6750,3020.0,2845.3151085141903,0.11060000000007861,53.0,36.0,40.0,4636.5,3197.0,3628.0
4792,0,7050,3079.5,2846.1923638639682,0.1104000000000786,53.0,36.0,40.0,4636.5,3197.0,3628.0
4793,2,100,3071.0,2845.619524405507,0.1102000000000786,53.0,36.0,40.0,4636.5,3197.0,3628.0
4794,2,200,3072.0,2845.067778936392,0.11000000000007859,53.0,36.0,40.0,4636.5,3197.0,3628.0
4795,0,6900,3069.5,2845.913261050876,0.10980000000007858,53.0,36.0,40.0,4636.5,3197.0,3628.0
4796,3,800,3071.5,2845.486762559933,0.10960000000007858,53.0,36.0,40.0,4636.5,3197.0,3628.0
4797,3,-800,3053.5,2844.7269695706545,0.10940000000007857,53.0,36.0,40.0,4636.5,3197.0,3628.0
4798,2,950,2998.5,2844.3321525317774,0.10920000000007857,53.0,36.0,40.0,4636.5,3197.0,3628.0
4799,3,400,2935.0,2843.8229166666665,0.10900000000007856,53.0,36.0,40.0,4636.5,3197.0,3628.0
4800,3,1000,2938.5,2843.4388669027285,0.10880000000007856,46.0,30.0,48.0,4021.5,2679.0,4277.5
4801,2,250,2866.5,2842.898792169929,0.10860000000007855,46.0,30.0,48.0,4021.5,2679.0,4277.5
4802,2,650,2868.5,2842.4422236102437,0.10840000000007854,46.0,30.0,48.0,4021.5,2679.0,4277.5
4803,0,7050,2864.0,2843.3180682764364,0.10820000000007854,46.0,30.0,48.0,4021.5,2679.0,4277.5
4804,0,7100,2931.0,2844.2039542143602,0.10800000000007853,46.0,30.0,48.0,4021.5,2679.0,4277.5
